cliente_id,tenure_meses,plano,mensalidade,contrato,usuarios_ativos,logins_30d,features_usadas,tickets_suporte,nps,atraso_pagamento_dias,desconto_ativo,integracoes_ativas,churn
C01426,9,Basic,47.89,Bienal,1,13,14,0,9,3.5,0,5,0
C01427,18,Pro,143.98,Anual,12,17,11,1,3,1.9,0,3,0
C01428,25,Basic,44.98,Anual,3,14,9,3,10,1.6,0,2,0
C01429,29,Pro,149.58,Anual,14,12,8,2,0,2.3,0,1,0
C01430,17,Enterprise,503.04,Bienal,111,13,19,3,10,2.1,0,5,0
C01431,15,Enterprise,518.7,Mensal,31,6,16,3,6,0.7,0,0,0
C01432,10,Basic,51.23,Mensal,2,9,4,0,5,0.6,0,7,0
C01433,18,Pro,147.53,Mensal,3,11,19,4,8,0.5,1,7,0
C01434,8,Pro,153.14,Bienal,12,18,3,0,2,1.2,1,7,0
C01435,4,Enterprise,481.52,Mensal,46,11,16,5,5,0.1,1,7,1
C01436,14,Pro,153.0,Mensal,22,4,9,3,2,1.9,1,6,1
C01437,24,Basic,47.76,Mensal,3,4,8,3,6,1.8,0,6,1
C01438,3,Basic,50.13,Mensal,4,4,10,1,4,0.0,0,3,0
C01439,9,Pro,151.82,Mensal,12,9,10,2,4,2.1,1,1,1
C01440,14,Pro,149.51,Mensal,8,8,3,0,8,0.3,1,0,0
C01441,14,Pro,154.92,Mensal,8,17,3,1,8,3.2,0,0,0
C01442,20,Pro,137.3,Anual,16,14,14,4,9,7.3,0,5,0
C01443,44,Basic,46.39,Mensal,5,14,14,5,8,1.7,1,1,1
C01444,1,Basic,48.34,Mensal,3,7,8,1,1,3.0,0,1,0
C01445,45,Pro,138.25,Mensal,12,10,9,1,7,1.3,1,6,1
C01446,43,Basic,48.0,Mensal,2,11,8,1,7,0.3,1,1,0
C01447,25,Pro,146.21,Mensal,14,14,17,2,0,3.5,0,1,0
C01448,16,Pro,158.76,Mensal,27,8,2,5,2,2.0,0,3,0
C01449,8,Pro,150.06,Mensal,22,11,13,1,5,0.7,1,1,1
C01450,25,Basic,51.52,Anual,3,14,6,3,3,2.7,1,0,0
C01451,16,Pro,151.25,Mensal,15,6,4,0,8,0.5,0,5,0
C01452,10,Basic,47.69,Mensal,3,7,3,5,8,0.5,1,4,0
C01453,24,Basic,49.33,Mensal,3,11,8,0,2,0.5,0,3,1
C01454,27,Basic,50.79,Mensal,2,2,3,3,0,0.0,1,1,1
C01455,34,Basic,51.92,Mensal,1,7,13,1,2,1.8,1,5,0
C01456,7,Enterprise,495.7,Mensal,113,7,7,2,9,2.2,0,4,0
C01457,31,Enterprise,457.89,Mensal,80,9,17,6,9,1.3,1,4,0
C01458,11,Basic,44.79,Mensal,4,13,3,1,5,3.9,0,7,0
C01459,16,Pro,146.57,Anual,24,15,7,0,9,4.2,1,4,0
C01460,18,Basic,43.27,Mensal,3,3,8,2,6,2.1,0,7,0
C01461,29,Pro,162.37,Mensal,17,10,13,1,10,1.6,0,6,0
C01462,23,Pro,153.45,Mensal,34,13,6,2,1,0.7,1,0,1
C01463,10,Pro,144.26,Mensal,16,12,4,2,5,3.9,0,1,0
C01464,1,Basic,46.28,Anual,1,15,8,3,1,2.1,0,5,0
C01465,20,Basic,51.52,Mensal,2,6,18,0,1,4.8,0,1,0
C01466,15,Basic,46.27,Mensal,4,8,16,1,1,0.1,0,5,0
C01467,4,Enterprise,473.6,Bienal,38,14,11,1,0,0.7,0,3,0
C01468,17,Pro,143.29,Mensal,10,7,19,2,10,0.9,0,2,0
C01469,14,Basic,49.28,Mensal,4,7,15,3,7,0.2,0,4,0
C01470,34,Basic,50.52,Anual,2,15,15,1,5,0.7,0,2,0
C01471,47,Enterprise,528.76,Bienal,76,17,8,1,8,0.7,0,3,0
C01472,27,Basic,51.56,Mensal,4,9,10,2,6,1.2,0,6,0
C01473,13,Pro,149.01,Anual,10,21,18,4,4,3.3,0,4,0
C01474,15,Pro,156.6,Mensal,6,9,18,4,5,1.7,0,7,0
C01475,7,Basic,47.36,Anual,1,16,14,2,4,2.9,0,3,0
C01476,8,Basic,44.54,Mensal,3,7,2,0,4,5.5,0,6,0
C01477,12,Basic,47.36,Anual,3,13,3,3,9,7.1,0,4,0
C01478,11,Basic,47.02,Mensal,2,6,9,4,10,0.9,1,6,1
C01479,4,Pro,144.29,Mensal,8,7,11,2,2,2.4,0,7,0
C01480,34,Pro,141.85,Mensal,13,11,12,3,8,0.8,0,7,0
C01481,37,Basic,47.87,Anual,4,11,6,1,0,1.0,1,0,1
C01482,33,Basic,50.52,Anual,1,12,15,1,8,0.9,0,1,0
C01483,38,Basic,53.2,Anual,2,21,16,2,10,2.0,0,7,0
C01484,56,Basic,44.77,Bienal,1,13,4,2,7,1.5,0,6,0
C01485,7,Pro,139.41,Mensal,12,4,15,1,5,0.3,1,4,0
C01486,55,Pro,143.1,Anual,17,11,3,1,10,3.5,0,5,0
C01487,10,Pro,154.7,Mensal,27,8,10,0,8,4.7,0,0,0
C01488,22,Basic,48.5,Bienal,3,15,17,3,8,2.9,0,4,0
C01489,3,Pro,143.61,Anual,14,21,6,3,10,0.0,0,0,0
C01490,9,Basic,50.76,Mensal,4,11,14,2,5,5.2,1,5,0
C01491,28,Enterprise,522.86,Mensal,102,12,17,0,8,1.6,1,4,0
C01492,23,Pro,148.86,Anual,11,10,10,2,9,1.1,1,5,0
C01493,10,Enterprise,478.64,Anual,153,17,17,0,5,1.3,0,5,0
C01494,15,Basic,49.66,Anual,2,16,13,2,8,1.3,0,7,0
C01495,8,Basic,48.43,Mensal,3,4,10,1,7,0.7,0,4,1
C01496,28,Pro,147.2,Mensal,18,7,3,1,10,6.2,0,6,0
C01497,36,Basic,47.74,Bienal,3,10,14,2,6,3.9,0,3,0
C01498,7,Pro,155.89,Anual,24,22,6,5,7,0.9,0,5,0
C01499,13,Basic,49.61,Mensal,2,9,6,4,10,0.1,0,2,0
C01500,4,Enterprise,524.84,Mensal,105,6,18,3,0,3.9,1,3,0
C01501,16,Basic,52.27,Anual,3,9,7,3,1,0.7,0,4,0
C01502,20,Enterprise,510.45,Anual,111,17,7,2,3,0.6,0,7,0
C01503,17,Basic,47.76,Mensal,2,6,18,0,7,2.9,0,7,0
C01504,19,Basic,51.55,Anual,2,20,6,0,4,1.6,0,2,0
C01505,12,Basic,50.14,Anual,3,20,14,2,9,3.1,0,3,0
C01506,13,Basic,55.38,Mensal,3,11,10,1,0,4.5,0,0,1
C01507,12,Enterprise,506.74,Mensal,53,12,2,1,3,1.1,0,5,0
C01508,9,Enterprise,516.41,Mensal,123,10,12,4,1,0.6,1,0,0
C01509,10,Enterprise,506.25,Anual,103,8,9,0,7,1.7,0,0,0
C01510,19,Enterprise,496.53,Mensal,77,5,14,1,2,0.1,1,5,0
C01511,34,Pro,147.07,Anual,12,15,8,1,2,2.5,1,3,0
C01512,6,Basic,49.72,Mensal,3,7,5,1,6,10.7,1,1,1
C01513,13,Pro,152.88,Mensal,18,8,5,1,0,0.7,0,6,0
C01514,5,Basic,51.83,Anual,1,18,11,0,10,4.2,0,6,0
C01515,9,Pro,151.3,Bienal,17,12,19,1,0,0.7,0,6,0
C01516,10,Basic,47.87,Mensal,3,5,9,3,3,1.9,0,6,1
C01517,15,Pro,146.56,Mensal,1,9,3,2,5,1.3,0,4,0
C01518,15,Basic,45.76,Mensal,3,7,16,2,0,0.7,0,7,0
C01519,13,Basic,53.07,Mensal,3,7,6,1,0,1.5,0,4,0
C01520,18,Basic,47.67,Mensal,3,5,9,3,10,1.0,0,5,0
C01521,6,Basic,51.37,Mensal,3,9,17,2,6,3.0,0,1,0
C01522,16,Basic,49.68,Mensal,2,10,3,0,0,3.1,1,4,0
C01523,23,Basic,49.74,Anual,1,15,3,4,4,2.0,0,2,0
C01524,6,Basic,48.71,Anual,1,14,4,3,3,2.0,0,6,0
C01525,2,Pro,143.13,Anual,21,19,8,1,0,0.5,1,5,0
C01526,27,Basic,46.63,Mensal,3,7,17,2,6,0.7,1,5,1
C01527,5,Pro,161.88,Mensal,22,9,13,2,2,0.0,0,6,0
C01528,9,Basic,49.28,Mensal,2,12,15,3,7,0.8,0,5,0
C01529,23,Pro,157.38,Bienal,19,12,7,3,8,1.5,0,0,0
C01530,6,Basic,52.39,Mensal,1,8,8,3,4,2.7,0,1,1
C01531,26,Basic,47.99,Anual,1,21,8,3,4,0.5,1,7,0
C01532,8,Pro,152.16,Mensal,15,5,3,1,7,1.6,0,5,0
C01533,7,Pro,149.34,Anual,18,18,11,2,7,0.5,0,7,0
C01534,5,Basic,46.16,Mensal,5,5,7,3,4,0.8,0,0,1
C01535,8,Basic,48.55,Mensal,2,11,19,3,8,2.9,1,1,0
C01536,20,Basic,50.44,Anual,1,11,14,2,3,0.4,0,5,0
C01537,9,Basic,47.78,Mensal,1,6,17,2,8,6.7,0,0,0
C01538,27,Basic,48.2,Mensal,2,9,4,1,4,1.8,0,0,0
C01539,14,Pro,147.71,Mensal,28,6,3,0,7,2.3,1,2,0
C01540,15,Basic,54.17,Bienal,3,19,9,1,10,1.5,0,5,0
C01541,7,Pro,135.34,Anual,21,18,11,2,8,0.2,0,7,0
C01542,30,Basic,50.23,Mensal,2,8,11,5,3,0.4,1,7,0
C01543,23,Basic,48.38,Anual,2,16,13,4,6,4.3,0,3,0
C01544,23,Basic,47.43,Anual,3,25,16,0,2,0.2,0,5,0
C01545,12,Basic,48.32,Mensal,2,8,7,2,5,0.4,1,2,1
C01546,4,Basic,50.64,Mensal,2,7,6,3,6,0.1,0,5,0
C01547,15,Pro,154.4,Mensal,10,8,6,1,0,1.5,0,7,0
C01548,20,Pro,150.39,Anual,12,16,7,2,4,0.6,0,5,0
C01549,20,Basic,51.68,Mensal,3,9,12,2,10,0.6,0,1,0
C01550,18,Basic,52.11,Anual,2,14,16,3,10,0.2,0,2,0
C01551,18,Pro,155.08,Mensal,16,10,8,2,9,2.3,0,7,0
C01552,8,Basic,47.66,Anual,3,16,8,4,7,0.1,0,6,0
C01553,8,Basic,50.21,Mensal,2,10,18,3,7,0.4,0,6,0
C01554,5,Pro,152.72,Anual,10,17,7,3,5,0.0,0,0,0
C01555,28,Basic,47.0,Mensal,3,12,4,0,7,3.6,0,3,0
C01556,46,Basic,45.15,Mensal,2,8,7,2,2,1.6,0,4,0
C01557,72,Basic,44.04,Mensal,3,8,1,2,6,4.1,0,6,0
C01558,16,Pro,149.52,Anual,21,16,7,1,6,1.8,0,0,0
C01559,18,Basic,49.73,Mensal,1,11,18,1,1,2.7,0,6,0
C01560,12,Pro,140.2,Anual,28,18,16,0,3,8.3,0,4,1
C01561,16,Basic,51.56,Mensal,2,7,18,2,3,8.5,0,4,0
C01562,6,Basic,49.37,Mensal,3,7,6,3,7,4.5,1,6,1
C01563,12,Basic,52.31,Mensal,2,7,8,3,3,0.2,0,6,0
C01564,7,Pro,151.76,Mensal,21,9,17,3,2,2.0,1,5,0
C01565,11,Basic,46.39,Mensal,2,10,15,1,8,6.2,0,4,1
C01566,7,Pro,152.41,Mensal,12,6,4,2,5,0.7,0,7,0
C01567,20,Basic,50.64,Anual,2,16,17,1,6,0.3,0,6,0
C01568,22,Basic,47.66,Bienal,2,18,2,1,3,0.7,0,2,0
C01569,17,Basic,45.47,Mensal,3,6,5,6,4,0.0,1,6,1
C01570,8,Basic,49.25,Anual,3,16,11,3,6,0.8,0,4,0
C01571,4,Basic,46.55,Anual,2,15,13,1,3,0.9,0,7,0
C01572,22,Pro,157.35,Anual,10,14,16,0,10,6.2,0,2,0
C01573,14,Enterprise,488.84,Mensal,55,8,15,2,9,1.2,0,6,0
C01574,2,Pro,161.85,Bienal,12,18,6,1,10,8.2,0,2,0
C01575,15,Pro,133.18,Mensal,17,9,7,3,8,1.6,0,7,0
C01576,18,Basic,49.33,Anual,3,11,14,2,0,0.3,0,1,0
C01577,3,Pro,159.65,Mensal,19,10,18,2,8,0.1,0,1,0
C01578,20,Basic,46.82,Anual,2,18,17,0,2,1.0,0,7,0
C01579,4,Pro,147.81,Bienal,17,11,19,2,4,2.9,1,2,0
C01580,7,Pro,146.0,Bienal,13,17,13,2,4,0.4,0,4,0
C01581,4,Basic,47.32,Mensal,1,10,10,2,5,2.2,0,3,0
C01582,7,Enterprise,505.1,Anual,73,20,15,3,8,7.8,0,6,0
C01583,4,Pro,139.35,Mensal,12,7,2,2,6,5.2,0,1,0
C01584,28,Basic,48.73,Anual,1,15,18,4,5,2.6,0,2,0
C01585,11,Enterprise,511.87,Mensal,61,11,18,2,2,0.3,0,7,0
C01586,9,Basic,48.47,Anual,3,18,10,1,8,0.1,0,7,0
C01587,29,Basic,46.55,Mensal,1,7,10,1,3,0.3,0,1,0
C01588,28,Basic,51.52,Mensal,2,7,11,3,7,0.8,1,3,0
C01589,10,Pro,154.44,Mensal,24,8,3,0,5,2.0,0,3,0
C01590,17,Basic,46.45,Mensal,1,6,4,2,7,1.1,0,4,0
C01591,8,Enterprise,466.71,Mensal,74,11,14,2,7,1.6,0,4,0
C01592,13,Basic,46.67,Anual,1,11,1,4,6,1.5,0,0,0
C01593,5,Basic,50.34,Anual,2,25,14,1,4,2.3,1,6,0
C01594,19,Pro,151.05,Anual,13,12,6,3,7,1.1,0,1,0
C01595,30,Basic,50.94,Anual,1,14,3,2,1,0.8,1,2,0
C01596,27,Pro,146.57,Mensal,18,4,12,2,10,7.5,0,6,0
C01597,14,Basic,46.73,Mensal,4,9,6,0,4,0.7,0,7,0
C01598,2,Enterprise,521.93,Mensal,106,8,9,2,10,0.5,1,7,0
C01599,8,Pro,144.88,Mensal,21,9,17,3,5,1.8,0,2,0
C01600,13,Basic,49.46,Mensal,1,5,14,1,1,0.0,0,5,0
C01601,4,Basic,45.2,Anual,2,17,19,2,7,0.5,1,1,0
C01602,3,Basic,47.6,Anual,3,13,8,1,5,0.4,1,3,0
C01603,36,Enterprise,524.18,Anual,107,17,8,3,9,2.0,1,2,1
C01604,24,Pro,143.66,Mensal,25,7,14,0,9,0.0,0,1,0
C01605,20,Basic,51.0,Anual,4,18,3,4,2,0.2,0,7,0
C01606,23,Basic,43.29,Mensal,4,8,17,4,8,1.1,0,7,0
C01607,5,Pro,144.83,Anual,30,11,7,1,6,0.5,0,1,0
C01608,6,Basic,48.58,Mensal,3,8,9,1,5,0.8,0,2,1
C01609,16,Pro,161.98,Mensal,13,6,10,3,4,1.0,1,0,0
C01610,17,Pro,140.29,Mensal,16,7,2,0,7,0.3,0,6,0
C01611,4,Basic,50.64,Mensal,1,5,6,2,7,0.7,1,2,1
C01612,15,Basic,51.59,Mensal,3,9,3,3,9,1.3,0,4,0
C01613,13,Basic,47.23,Mensal,1,8,12,1,9,0.5,0,4,0
C01614,26,Basic,48.08,Mensal,2,10,14,3,2,4.8,0,1,0
C01615,17,Enterprise,502.53,Bienal,76,14,1,0,5,0.2,0,2,0
C01616,39,Pro,137.96,Mensal,20,6,1,0,10,2.2,0,0,0
C01617,10,Pro,145.61,Mensal,21,8,16,3,9,3.1,0,1,0
C01618,5,Basic,52.13,Anual,1,13,7,1,4,0.0,0,6,0
C01619,38,Basic,50.28,Mensal,5,4,17,2,0,1.1,0,2,1
C01620,18,Pro,147.83,Anual,15,18,13,3,2,0.9,0,3,0
C01621,13,Basic,49.28,Mensal,3,4,15,1,10,0.8,0,5,0
C01622,7,Basic,50.42,Mensal,1,15,8,5,7,3.9,0,7,0
C01623,10,Basic,50.89,Mensal,2,7,6,2,8,2.5,1,3,1
C01624,10,Pro,144.85,Mensal,21,6,14,5,8,0.1,1,6,0
C01625,5,Pro,160.43,Anual,16,22,13,3,1,0.6,0,4,0
C01626,1,Basic,52.23,Anual,3,23,11,1,6,0.8,0,0,0
C01627,10,Pro,154.05,Mensal,16,3,7,3,7,6.8,0,7,1
C01628,23,Basic,46.93,Bienal,1,20,12,0,1,2.7,0,2,0
C01629,32,Basic,46.5,Mensal,2,12,8,1,5,1.8,0,5,0
C01630,27,Basic,48.2,Mensal,4,6,17,1,2,0.9,0,6,0
C01631,28,Pro,149.45,Anual,21,15,14,1,10,0.2,0,6,0
C01632,5,Basic,44.67,Anual,2,14,8,4,2,0.5,0,4,1
C01633,16,Basic,50.21,Mensal,4,9,17,2,3,1.4,0,2,0
C01634,20,Basic,52.15,Mensal,1,7,2,3,9,5.5,0,5,0
C01635,21,Pro,153.29,Mensal,9,4,16,2,6,1.4,0,4,0
C01636,13,Pro,143.96,Mensal,26,7,8,1,10,2.2,0,5,0
C01637,15,Basic,47.05,Anual,3,8,5,1,5,4.7,0,2,0
C01638,26,Enterprise,506.48,Mensal,70,4,16,2,2,1.2,0,5,1
C01639,19,Basic,48.62,Anual,2,13,13,2,2,2.0,0,3,0
C01640,22,Basic,50.09,Mensal,2,6,2,1,1,3.1,0,7,0
C01641,9,Pro,153.48,Mensal,16,7,6,2,8,3.8,0,0,0
C01642,21,Pro,157.13,Mensal,16,7,9,1,0,2.5,0,5,0
C01643,15,Basic,46.23,Mensal,3,4,12,2,8,0.5,1,4,0
C01644,24,Pro,150.65,Mensal,8,8,16,0,4,1.3,0,4,0
C01645,8,Basic,48.11,Bienal,3,20,7,0,5,0.2,1,4,0
C01646,23,Pro,148.27,Anual,11,12,16,2,9,0.9,1,1,0
C01647,10,Pro,155.44,Anual,9,17,16,2,10,2.3,1,4,0
C01648,23,Enterprise,523.28,Mensal,120,12,8,1,3,1.0,0,3,0
C01649,16,Basic,52.43,Bienal,5,12,18,1,10,0.7,1,1,0
C01650,14,Pro,152.17,Anual,26,18,18,4,10,1.1,0,7,0
C01651,11,Pro,148.18,Anual,18,15,6,0,8,0.1,0,1,0
C01652,13,Basic,48.38,Mensal,2,6,11,2,1,6.7,0,3,0
C01653,10,Basic,44.75,Mensal,2,10,17,1,1,0.8,0,2,0
C01654,11,Enterprise,532.43,Anual,92,15,11,0,0,0.5,0,3,0
C01655,19,Basic,48.21,Mensal,2,9,15,1,9,0.8,1,4,0
C01656,3,Pro,152.77,Mensal,22,9,16,4,10,0.4,0,5,0
C01657,23,Basic,50.66,Mensal,1,8,11,1,3,0.2,0,2,0
C01658,23,Pro,139.72,Mensal,13,12,7,4,5,2.1,1,2,1
C01659,11,Basic,46.74,Mensal,3,6,10,4,6,2.3,0,5,0
C01660,15,Enterprise,537.6,Anual,52,20,16,1,4,0.8,1,5,0
C01661,6,Pro,151.16,Anual,13,8,7,4,10,0.1,1,4,0
C01662,18,Basic,47.58,Mensal,3,11,17,0,10,5.3,0,4,0
C01663,7,Pro,148.06,Mensal,24,6,4,2,2,0.7,0,0,1
C01664,1,Pro,157.09,Bienal,7,21,9,3,6,1.4,0,4,0
C01665,31,Basic,51.29,Mensal,1,8,2,1,2,1.0,1,1,1
C01666,5,Basic,45.41,Mensal,1,7,17,5,0,0.0,0,0,0
C01667,13,Pro,161.18,Mensal,5,6,14,3,9,4.4,0,4,0
C01668,16,Pro,156.2,Mensal,6,8,3,2,9,0.4,0,4,1
C01669,19,Basic,48.63,Anual,1,20,5,2,0,1.1,0,4,0
C01670,14,Pro,140.12,Mensal,22,11,11,0,5,0.9,0,5,0
C01671,17,Basic,51.58,Anual,2,13,10,3,1,2.0,0,2,0
C01672,11,Basic,50.17,Mensal,3,9,3,2,6,1.3,0,2,1
C01673,3,Pro,138.14,Bienal,9,13,17,0,3,0.9,0,1,0
C01674,13,Basic,48.43,Anual,3,9,9,1,5,0.6,0,0,0
C01675,21,Basic,56.66,Mensal,5,8,13,2,8,3.7,0,7,0
C01676,6,Basic,49.04,Mensal,1,8,15,1,0,0.2,0,2,0
C01677,16,Basic,47.18,Mensal,5,8,4,2,5,0.0,0,3,0
C01678,44,Basic,46.53,Bienal,3,18,7,0,3,0.2,0,7,0
C01679,13,Pro,162.2,Anual,15,16,14,2,4,2.0,0,1,0
C01680,13,Basic,51.08,Mensal,3,3,15,3,10,1.3,0,1,0
C01681,3,Pro,159.49,Mensal,17,10,5,2,10,0.0,0,5,1
C01682,5,Pro,150.85,Bienal,26,17,7,1,7,0.7,0,2,0
C01683,7,Basic,52.07,Anual,3,19,15,4,8,4.3,0,2,0
C01684,20,Basic,46.92,Mensal,3,8,7,2,4,0.9,0,6,0
C01685,6,Pro,150.21,Mensal,12,7,2,5,6,2.5,1,2,1
C01686,18,Basic,49.7,Mensal,4,11,10,2,5,4.0,0,0,0
C01687,7,Basic,52.39,Anual,1,11,3,0,3,6.9,0,6,0
C01688,3,Pro,151.38,Mensal,15,5,12,2,8,0.5,0,7,0
C01689,22,Pro,144.34,Anual,32,10,18,2,9,0.6,1,7,0
C01690,10,Pro,149.48,Mensal,1,7,2,5,3,0.7,0,0,1
C01691,19,Basic,44.89,Mensal,3,5,6,1,2,2.6,0,3,0
C01692,3,Basic,43.31,Mensal,3,14,11,0,4,0.9,0,7,0
C01693,1,Basic,51.04,Anual,2,13,3,2,10,1.6,0,5,0
C01694,15,Pro,146.21,Mensal,13,10,11,1,8,9.2,0,2,0
C01695,5,Basic,48.36,Anual,3,15,5,5,2,1.8,0,2,0
C01696,15,Basic,51.04,Mensal,2,4,13,4,6,0.3,1,2,0
C01697,15,Basic,52.42,Anual,3,18,7,1,9,0.1,0,5,0
C01698,13,Pro,152.98,Anual,12,16,18,0,3,1.6,1,5,0
C01699,28,Pro,163.36,Anual,27,17,16,4,10,0.4,0,5,0
C01700,18,Basic,50.23,Mensal,2,5,19,1,10,2.4,0,2,0
C01701,44,Basic,49.74,Anual,3,18,3,1,2,2.8,1,5,0
C01702,10,Basic,49.59,Mensal,2,11,19,2,6,1.2,0,3,0
C01703,4,Basic,45.85,Mensal,4,8,1,0,2,1.3,1,0,0
C01704,8,Basic,51.34,Anual,3,10,5,4,7,1.0,0,6,0
C01705,11,Basic,43.01,Anual,3,21,17,0,0,3.9,0,0,0
C01706,46,Pro,144.63,Mensal,8,8,17,4,7,0.3,1,0,0
C01707,14,Pro,149.17,Bienal,10,12,6,2,3,0.2,0,5,0
C01708,28,Enterprise,479.3,Mensal,133,11,16,2,5,0.7,0,0,1
C01709,9,Enterprise,487.73,Bienal,55,15,2,0,5,2.3,0,4,0
C01710,9,Basic,53.51,Anual,3,16,7,3,10,0.4,0,2,1
C01711,3,Basic,51.7,Bienal,1,16,1,3,0,0.6,0,7,0
C01712,45,Basic,47.32,Anual,4,12,10,3,6,0.6,0,2,0
C01713,35,Pro,145.5,Bienal,10,15,18,3,1,0.5,0,0,0
C01714,16,Basic,45.87,Anual,1,22,12,0,7,1.2,0,1,0
C01715,11,Basic,50.73,Mensal,2,10,10,2,4,0.4,0,7,0
C01716,14,Basic,48.39,Mensal,2,11,4,2,1,0.9,1,7,0
C01717,4,Basic,44.18,Anual,3,15,12,4,1,0.7,1,1,0
C01718,19,Pro,149.75,Mensal,15,8,7,4,1,6.4,1,2,1
C01719,33,Pro,152.27,Bienal,8,12,12,1,8,1.7,0,0,0
C01720,34,Basic,51.36,Mensal,2,6,3,4,10,1.3,0,6,0
C01721,3,Enterprise,497.17,Anual,43,12,10,1,3,7.4,0,7,0
C01722,28,Basic,48.09,Mensal,3,12,10,3,4,1.1,0,5,0
C01723,4,Basic,53.87,Anual,3,10,15,1,0,7.1,0,4,0
C01724,1,Basic,49.02,Bienal,2,15,18,2,1,0.8,1,2,0
C01725,29,Pro,154.36,Mensal,16,7,18,3,1,8.3,0,2,1
C01726,9,Pro,144.98,Anual,25,13,7,1,10,1.3,0,5,0
C01727,26,Basic,50.69,Mensal,2,11,13,3,3,0.3,0,4,0
C01728,25,Enterprise,462.68,Anual,49,10,13,1,8,3.6,0,3,0
C01729,22,Basic,47.87,Anual,3,15,17,2,1,2.2,0,3,0
C01730,14,Basic,46.04,Mensal,1,7,16,3,1,0.3,1,5,0
C01731,4,Pro,144.49,Mensal,13,10,1,0,2,0.5,0,7,0
C01732,11,Enterprise,530.2,Mensal,60,7,16,3,2,2.2,0,0,1
C01733,34,Pro,144.44,Mensal,10,7,10,0,2,1.8,0,6,0
C01734,27,Enterprise,516.92,Anual,71,15,19,2,3,3.8,0,3,0
C01735,11,Basic,52.72,Mensal,4,4,12,1,4,2.8,0,5,1
C01736,11,Pro,148.79,Bienal,21,15,8,1,2,2.2,0,6,0
C01737,21,Pro,156.4,Bienal,20,20,4,2,5,0.9,0,2,0
C01738,15,Basic,50.3,Bienal,3,15,19,2,4,0.6,0,1,0
C01739,12,Basic,49.29,Mensal,2,9,4,1,6,1.2,0,0,1
C01740,20,Enterprise,517.72,Mensal,4,9,2,2,6,3.7,0,7,0
C01741,19,Basic,53.51,Anual,3,17,3,2,10,3.2,0,6,0
C01742,8,Basic,47.44,Anual,1,9,11,0,6,0.6,0,5,1
C01743,17,Pro,141.85,Bienal,3,20,6,2,7,1.2,0,0,0
C01744,18,Enterprise,473.6,Mensal,74,11,12,2,9,6.6,0,7,0
C01745,13,Enterprise,523.81,Mensal,88,12,16,0,2,6.2,0,0,0
C01746,7,Pro,157.41,Bienal,12,25,6,1,9,2.8,0,2,0
C01747,10,Basic,47.68,Anual,4,15,1,4,4,1.8,0,4,0
C01748,6,Enterprise,445.71,Mensal,94,13,7,4,7,1.1,0,0,1
C01749,18,Basic,47.35,Anual,2,16,12,3,8,0.5,0,6,0
C01750,3,Pro,153.08,Mensal,23,8,14,2,2,1.8,0,7,0
C01751,37,Basic,48.84,Mensal,4,1,2,3,6,0.1,0,3,1
C01752,32,Pro,150.34,Mensal,18,8,17,0,3,4.3,0,0,0
C01753,19,Pro,145.1,Mensal,10,4,12,3,1,5.0,1,4,0
C01754,26,Pro,156.55,Mensal,11,5,10,1,9,1.4,1,6,0
C01755,24,Basic,49.84,Mensal,1,10,5,5,8,3.4,0,7,0
C01756,15,Basic,50.44,Mensal,2,9,19,1,2,1.4,0,2,0
C01757,12,Basic,49.39,Mensal,1,11,3,2,2,5.3,1,2,0
C01758,11,Basic,50.28,Mensal,2,14,9,2,0,5.0,0,0,1
C01759,38,Pro,152.42,Mensal,16,8,9,1,3,0.3,0,0,0
C01760,7,Basic,46.73,Anual,1,10,11,6,2,2.8,0,5,0
C01761,7,Pro,151.78,Anual,7,20,5,1,8,1.0,1,1,0
C01762,27,Basic,50.94,Mensal,2,3,18,1,4,1.8,0,2,0
C01763,25,Basic,51.83,Mensal,2,1,8,0,10,2.0,0,3,0
C01764,11,Pro,152.1,Anual,12,15,14,1,6,0.1,0,0,0
C01765,20,Basic,46.64,Anual,2,19,13,3,9,1.4,0,6,0
C01766,22,Basic,47.01,Bienal,2,12,4,3,1,0.9,0,4,0
C01767,4,Basic,47.93,Bienal,1,15,18,0,10,5.4,1,3,0
C01768,33,Basic,49.46,Anual,2,16,9,2,3,1.4,0,1,0
C01769,22,Pro,148.09,Anual,13,13,12,4,4,2.0,0,4,0
C01770,19,Basic,46.25,Mensal,2,13,13,3,6,1.7,1,5,1
C01771,22,Basic,46.23,Anual,3,15,10,2,4,4.3,0,4,0
C01772,17,Pro,133.37,Bienal,17,15,13,3,3,0.8,0,6,0
C01773,13,Basic,41.36,Anual,3,15,11,2,1,3.6,0,3,0
C01774,15,Pro,148.02,Mensal,11,6,15,1,4,1.6,0,0,0
C01775,4,Basic,54.68,Mensal,1,11,9,5,5,3.4,0,1,0
C01776,48,Enterprise,543.83,Mensal,120,9,16,2,1,1.4,0,6,0
C01777,13,Basic,46.6,Mensal,3,6,11,2,8,1.4,0,0,0
C01778,47,Basic,49.37,Anual,1,18,19,6,1,3.9,0,3,0
C01779,16,Enterprise,462.46,Anual,88,18,11,2,0,2.8,0,1,0
C01780,8,Pro,139.22,Mensal,21,8,12,4,3,0.2,0,6,0
C01781,33,Pro,140.08,Anual,25,14,10,1,3,0.0,0,2,0
C01782,19,Pro,147.32,Mensal,16,10,8,2,3,0.4,1,6,0
